Record_Nr;Pipe_description;Code_ASME;Code_Y;codeTol;TempF;AllowPsi
27;EFW -ASTM A672 Gr.A55 Cl.22 (E=1);B31.3-2002;1;5;500;16200
27;EFW -ASTM A672 Gr.A55 Cl.22 (E=1);B31.3-2002;1;5;600;14800
27;EFW -ASTM A672 Gr.A55 Cl.22 (E=1);B31.3-2002;1;5;650;14500
27;EFW -ASTM A672 Gr.A55 Cl.22 (E=1);B31.3-2002;1;5;700;14400
27;EFW -ASTM A672 Gr.A55 Cl.22 (E=1);B31.3-2002;1;5;750;12100
27;EFW -ASTM A672 Gr.A55 Cl.22 (E=1);B31.3-2002;1;5;800;10200
27;EFW -ASTM A672 Gr.A55 Cl.22 (E=1);B31.3-2002;1;5;850;8400
27;EFW -ASTM A672 Gr.A55 Cl.22 (E=1);B31.3-2002;1;5;900;6500
27;EFW -ASTM A672 Gr.A55 Cl.22 (E=1);B31.3-2002;1;5;950;4500
27;EFW -ASTM A672 Gr.A55 Cl.22 (E=1);B31.3-2002;1;5;1000;2500
27;EFW -ASTM A672 Gr.A55 Cl.22 (E=1);B31.3-2002;1;5;1050;1600
27;EFW -ASTM A672 Gr.A55 Cl.22 (E=1);B31.3-2002;1;5;1100;1000
28;EFW -ASTM A672 Gr.B55 Cl.22 (E=1);B31.3-2002;1;5;100;18300
28;EFW -ASTM A672 Gr.B55 Cl.22 (E=1);B31.3-2002;1;5;200;18300
28;EFW -ASTM A672 Gr.B55 Cl.22 (E=1);B31.3-2002;1;5;300;17700
28;EFW -ASTM A672 Gr.B55 Cl.22 (E=1);B31.3-2002;1;5;400;17200
28;EFW -ASTM A672 Gr.B55 Cl.22 (E=1);B31.3-2002;1;5;500;16200
28;EFW -ASTM A672 Gr.B55 Cl.22 (E=1);B31.3-2002;1;5;600;14800
28;EFW -ASTM A672 Gr.B55 Cl.22 (E=1);B31.3-2002;1;5;650;14500
28;EFW -ASTM A672 Gr.B55 Cl.22 (E=1);B31.3-2002;1;5;700;14400
28;EFW -ASTM A672 Gr.B55 Cl.22 (E=1);B31.3-2002;1;5;750;12100
28;EFW -ASTM A672 Gr.B55 Cl.22 (E=1);B31.3-2002;1;5;800;10200
28;EFW -ASTM A672 Gr.B55 Cl.22 (E=1);B31.3-2002;1;5;850;8400
28;EFW -ASTM A672 Gr.B55 Cl.22 (E=1);B31.3-2002;1;5;900;6500
28;EFW -ASTM A672 Gr.B55 Cl.22 (E=1);B31.3-2002;1;5;950;4500
28;EFW -ASTM A672 Gr.B55 Cl.22 (E=1);B31.3-2002;1;5;1000;2500
28;EFW -ASTM A672 Gr.B55 Cl.22 (E=1);B31.3-2002;1;5;1050;1600
28;EFW -ASTM A672 Gr.B55 Cl.22 (E=1);B31.3-2002;1;5;1100;1000
29;EFW -ASTM A672 Gr.B60 Cl.22 (E=1);B31.3-2002;1;5;100;20000
29;EFW -ASTM A672 Gr.B60 Cl.22 (E=1);B31.3-2002;1;5;200;19500
29;EFW -ASTM A672 Gr.B60 Cl.22 (E=1);B31.3-2002;1;5;300;18900
29;EFW -ASTM A672 Gr.B60 Cl.22 (E=1);B31.3-2002;1;5;400;18300
29;EFW -ASTM A672 Gr.B60 Cl.22 (E=1);B31.3-2002;1;5;500;17300
29;EFW -ASTM A672 Gr.B60 Cl.22 (E=1);B31.3-2002;1;5;600;15800
29;EFW -ASTM A672 Gr.B60 Cl.22 (E=1);B31.3-2002;1;5;650;15500
29;EFW -ASTM A672 Gr.B60 Cl.22 (E=1);B31.3-2002;1;5;700;15400
29;EFW -ASTM A672 Gr.B60 Cl.22 (E=1);B31.3-2002;1;5;750;13000
29;EFW -ASTM A672 Gr.B60 Cl.22 (E=1);B31.3-2002;1;5;800;10800
29;EFW -ASTM A672 Gr.B60 Cl.22 (E=1);B31.3-2002;1;5;850;8700
29;EFW -ASTM A672 Gr.B60 Cl.22 (E=1);B31.3-2002;1;5;900;6500
29;EFW -ASTM A672 Gr.B60 Cl.22 (E=1);B31.3-2002;1;5;950;4500
29;EFW -ASTM A672 Gr.B60 Cl.22 (E=1);B31.3-2002;1;5;1000;2500
29;EFW -ASTM A672 Gr.B60 Cl.22 (E=1);B31.3-2002;1;5;1050;1600
29;EFW -ASTM A672 Gr.B60 Cl.22 (E=1);B31.3-2002;1;5;1100;1000
30;EFW -ASTM A672 Gr.C55 Cl.22 (E=1);B31.3-2002;1;5;100;18300
30;EFW -ASTM A672 Gr.C55 Cl.22 (E=1);B31.3-2002;1;5;200;18300
30;EFW -ASTM A672 Gr.C55 Cl.22 (E=1);B31.3-2002;1;5;300;17700
30;EFW -ASTM A672 Gr.C55 Cl.22 (E=1);B31.3-2002;1;5;400;17200
30;EFW -ASTM A672 Gr.C55 Cl.22 (E=1);B31.3-2002;1;5;500;16200
30;EFW -ASTM A672 Gr.C55 Cl.22 (E=1);B31.3-2002;1;5;600;14800
30;EFW -ASTM A672 Gr.C55 Cl.22 (E=1);B31.3-2002;1;5;650;14500
30;EFW -ASTM A672 Gr.C55 Cl.22 (E=1);B31.3-2002;1;5;700;14400
30;EFW -ASTM A672 Gr.C55 Cl.22 (E=1);B31.3-2002;1;5;750;12100
30;EFW -ASTM A672 Gr.C55 Cl.22 (E=1);B31.3-2002;1;5;800;10200
30;EFW -ASTM A672 Gr.C55 Cl.22 (E=1);B31.3-2002;1;5;850;8400
30;EFW -ASTM A672 Gr.C55 Cl.22 (E=1);B31.3-2002;1;5;900;6500
30;EFW -ASTM A672 Gr.C55 Cl.22 (E=1);B31.3-2002;1;5;950;4500
30;EFW -ASTM A672 Gr.C55 Cl.22 (E=1);B31.3-2002;1;5;1000;2500
30;EFW -ASTM A672 Gr.C55 Cl.22 (E=1);B31.3-2002;1;5;1050;1600
30;EFW -ASTM A672 Gr.C55 Cl.22 (E=1);B31.3-2002;1;5;1100;1000
31;EFW -ASTM A672 Gr.C70 Cl.22 (E=1);B31.3-2002;1;5;100;23300
31;EFW -ASTM A672 Gr.C70 Cl.22 (E=1);B31.3-2002;1;5;200;23100
31;EFW -ASTM A672 Gr.C70 Cl.22 (E=1);B31.3-2002;1;5;300;22500
31;EFW -ASTM A672 Gr.C70 Cl.22 (E=1);B31.3-2002;1;5;400;21700
31;EFW -ASTM A672 Gr.C70 Cl.22 (E=1);B31.3-2002;1;5;500;20500
31;EFW -ASTM A672 Gr.C70 Cl.22 (E=1);B31.3-2002;1;5;600;18700
31;EFW -ASTM A672 Gr.C70 Cl.22 (E=1);B31.3-2002;1;5;650;18400
31;EFW -ASTM A672 Gr.C70 Cl.22 (E=1);B31.3-2002;1;5;700;18300
31;EFW -ASTM A672 Gr.C70 Cl.22 (E=1);B31.3-2002;1;5;750;14800
31;EFW -ASTM A672 Gr.C70 Cl.22 (E=1);B31.3-2002;1;5;800;12000
31;EFW -ASTM A672 Gr.C70 Cl.22 (E=1);B31.3-2002;1;5;850;9300
31;EFW -ASTM A672 Gr.C70 Cl.22 (E=1);B31.3-2002;1;5;900;6500
31;EFW -ASTM A672 Gr.C70 Cl.22 (E=1);B31.3-2002;1;5;950;4500
31;EFW -ASTM A672 Gr.C70 Cl.22 (E=1);B31.3-2002;1;5;1000;2500
31;EFW -ASTM A672 Gr.C70 Cl.22 (E=1);B31.3-2002;1;5;1050;1600
31;EFW -ASTM A672 Gr.C70 Cl.22 (E=1);B31.3-2002;1;5;1100;1000
32;EFW -ASTM A672 Gr.A50 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;100;15030
32;EFW -ASTM A672 Gr.A50 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;200;14760
32;EFW -ASTM A672 Gr.A50 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;300;14400
32;EFW -ASTM A672 Gr.A50 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;400;13860
32;EFW -ASTM A672 Gr.A50 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;500;13140
32;EFW -ASTM A672 Gr.A50 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;600;11970
32;EFW -ASTM A672 Gr.A50 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;650;11790
32;EFW -ASTM A672 Gr.A50 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;700;11700
32;EFW -ASTM A672 Gr.A50 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;750;10080
32;EFW -ASTM A672 Gr.A50 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;800;8640
32;EFW -ASTM A672 Gr.A50 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;850;7290
32;EFW -ASTM A672 Gr.A50 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;900;5850
32;EFW -ASTM A672 Gr.A50 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;950;4050
32;EFW -ASTM A672 Gr.A50 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;1000;2250
32;EFW -ASTM A672 Gr.A50 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;1050;1440
32;EFW -ASTM A672 Gr.A50 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;1100;900
33;EFW -ASTM A672 Gr.A55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;100;16470
33;EFW -ASTM A672 Gr.A55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;200;16470
33;EFW -ASTM A672 Gr.A55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;300;15930
33;EFW -ASTM A672 Gr.A55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;400;15480
33;EFW -ASTM A672 Gr.A55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;500;14580
33;EFW -ASTM A672 Gr.A55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;600;13320
33;EFW -ASTM A672 Gr.A55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;650;13050
33;EFW -ASTM A672 Gr.A55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;700;12960
33;EFW -ASTM A672 Gr.A55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;750;10890
33;EFW -ASTM A672 Gr.A55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;800;9180
33;EFW -ASTM A672 Gr.A55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;850;7560
33;EFW -ASTM A672 Gr.A55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;900;5850
33;EFW -ASTM A672 Gr.A55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;950;4050
33;EFW -ASTM A672 Gr.A55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;1000;2250
33;EFW -ASTM A672 Gr.A55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;1050;1440
33;EFW -ASTM A672 Gr.A55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;1100;900
34;EFW -ASTM A672 Gr.B55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;100;16470
34;EFW -ASTM A672 Gr.B55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;200;16470
34;EFW -ASTM A672 Gr.B55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;300;15930
34;EFW -ASTM A672 Gr.B55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;400;15480
34;EFW -ASTM A672 Gr.B55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;500;14580
34;EFW -ASTM A672 Gr.B55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;600;13320
34;EFW -ASTM A672 Gr.B55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;650;13050
34;EFW -ASTM A672 Gr.B55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;700;12960
34;EFW -ASTM A672 Gr.B55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;750;10890
34;EFW -ASTM A672 Gr.B55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;800;9180
34;EFW -ASTM A672 Gr.B55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;850;7560
34;EFW -ASTM A672 Gr.B55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;900;5850
34;EFW -ASTM A672 Gr.B55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;950;4050
34;EFW -ASTM A672 Gr.B55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;1000;2250
34;EFW -ASTM A672 Gr.B55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;1050;1440
34;EFW -ASTM A672 Gr.B55 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;1100;900
35;EFW -ASTM A672 Gr.B60 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;100;18000
35;EFW -ASTM A672 Gr.B60 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;200;17550
35;EFW -ASTM A672 Gr.B60 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;300;17010
35;EFW -ASTM A672 Gr.B60 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;400;16470
35;EFW -ASTM A672 Gr.B60 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;500;15570
35;EFW -ASTM A672 Gr.B60 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;600;14220
35;EFW -ASTM A672 Gr.B60 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;650;13950
35;EFW -ASTM A672 Gr.B60 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;700;13860
35;EFW -ASTM A672 Gr.B60 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;750;11700
35;EFW -ASTM A672 Gr.B60 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;800;9720
35;EFW -ASTM A672 Gr.B60 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;850;7830
35;EFW -ASTM A672 Gr.B60 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;900;5850
35;EFW -ASTM A672 Gr.B60 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;950;4050
35;EFW -ASTM A672 Gr.B60 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;1000;2250
35;EFW -ASTM A672 Gr.B60 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;1050;1440
35;EFW -ASTM A672 Gr.B60 Cl.12+TB 5451 (E=0.9);B31.3-2002;1;5;1100;900
36;EFW -ASTM A672 Gr.C55 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;100;16470
36;EFW -ASTM A672 Gr.C55 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;200;16470
36;EFW -ASTM A672 Gr.C55 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;300;15930
36;EFW -ASTM A672 Gr.C55 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;400;15480
36;EFW -ASTM A672 Gr.C55 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;500;14580
36;EFW -ASTM A672 Gr.C55 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;600;13320
36;EFW -ASTM A672 Gr.C55 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;650;13050
36;EFW -ASTM A672 Gr.C55 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;700;12960
36;EFW -ASTM A672 Gr.C55 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;750;10890
36;EFW -ASTM A672 Gr.C55 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;800;9180
36;EFW -ASTM A672 Gr.C55 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;850;7560
36;EFW -ASTM A672 Gr.C55 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;900;5850
36;EFW -ASTM A672 Gr.C55 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;950;4050
36;EFW -ASTM A672 Gr.C55 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;1000;2250
36;EFW -ASTM A672 Gr.C55 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;1050;1440
36;EFW -ASTM A672 Gr.C55 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;1100;900
37;EFW -ASTM A672 Gr.A50 Cl.13 (E=0.85);B31.3-2002;1;5;100;14195
37;EFW -ASTM A672 Gr.A50 Cl.13 (E=0.85);B31.3-2002;1;5;200;13940
37;EFW -ASTM A672 Gr.A50 Cl.13 (E=0.85);B31.3-2002;1;5;300;13600
37;EFW -ASTM A672 Gr.A50 Cl.13 (E=0.85);B31.3-2002;1;5;400;13090
37;EFW -ASTM A672 Gr.A50 Cl.13 (E=0.85);B31.3-2002;1;5;500;12410
37;EFW -ASTM A672 Gr.A50 Cl.13 (E=0.85);B31.3-2002;1;5;600;11305
37;EFW -ASTM A672 Gr.A50 Cl.13 (E=0.85);B31.3-2002;1;5;650;11135
37;EFW -ASTM A672 Gr.A50 Cl.13 (E=0.85);B31.3-2002;1;5;700;11050
37;EFW -ASTM A672 Gr.A50 Cl.13 (E=0.85);B31.3-2002;1;5;750;9520
37;EFW -ASTM A672 Gr.A50 Cl.13 (E=0.85);B31.3-2002;1;5;800;8160
37;EFW -ASTM A672 Gr.A50 Cl.13 (E=0.85);B31.3-2002;1;5;850;6885
37;EFW -ASTM A672 Gr.A50 Cl.13 (E=0.85);B31.3-2002;1;5;900;5525
37;EFW -ASTM A672 Gr.A50 Cl.13 (E=0.85);B31.3-2002;1;5;950;3825
37;EFW -ASTM A672 Gr.A50 Cl.13 (E=0.85);B31.3-2002;1;5;1000;2125
37;EFW -ASTM A672 Gr.A50 Cl.13 (E=0.85);B31.3-2002;1;5;1050;1360
37;EFW -ASTM A672 Gr.A50 Cl.13 (E=0.85);B31.3-2002;1;5;1100;850
38;EFW -ASTM A672 Gr.A55 Cl.13 (E=0.85);B31.3-2002;1;5;100;15555
38;EFW -ASTM A672 Gr.A55 Cl.13 (E=0.85);B31.3-2002;1;5;200;15555
38;EFW -ASTM A672 Gr.A55 Cl.13 (E=0.85);B31.3-2002;1;5;300;15045
38;EFW -ASTM A672 Gr.A55 Cl.13 (E=0.85);B31.3-2002;1;5;400;14620
38;EFW -ASTM A672 Gr.A55 Cl.13 (E=0.85);B31.3-2002;1;5;500;13770
38;EFW -ASTM A672 Gr.A55 Cl.13 (E=0.85);B31.3-2002;1;5;600;12580
38;EFW -ASTM A672 Gr.A55 Cl.13 (E=0.85);B31.3-2002;1;5;650;12325
38;EFW -ASTM A672 Gr.A55 Cl.13 (E=0.85);B31.3-2002;1;5;700;12240
38;EFW -ASTM A672 Gr.A55 Cl.13 (E=0.85);B31.3-2002;1;5;750;10285
38;EFW -ASTM A672 Gr.A55 Cl.13 (E=0.85);B31.3-2002;1;5;800;8670
38;EFW -ASTM A672 Gr.A55 Cl.13 (E=0.85);B31.3-2002;1;5;850;7140
38;EFW -ASTM A672 Gr.A55 Cl.13 (E=0.85);B31.3-2002;1;5;900;5525
38;EFW -ASTM A672 Gr.A55 Cl.13 (E=0.85);B31.3-2002;1;5;950;3825
38;EFW -ASTM A672 Gr.A55 Cl.13 (E=0.85);B31.3-2002;1;5;1000;2125
38;EFW -ASTM A672 Gr.A55 Cl.13 (E=0.85);B31.3-2002;1;5;1050;1360
38;EFW -ASTM A672 Gr.A55 Cl.13 (E=0.85);B31.3-2002;1;5;1100;850
39;EFW -ASTM A672 Gr.B55 Cl.13 (E=0.85);B31.3-2002;1;5;100;15555
39;EFW -ASTM A672 Gr.B55 Cl.13 (E=0.85);B31.3-2002;1;5;200;15555
39;EFW -ASTM A672 Gr.B55 Cl.13 (E=0.85);B31.3-2002;1;5;300;15045
39;EFW -ASTM A672 Gr.B55 Cl.13 (E=0.85);B31.3-2002;1;5;400;14620
39;EFW -ASTM A672 Gr.B55 Cl.13 (E=0.85);B31.3-2002;1;5;500;13770
39;EFW -ASTM A672 Gr.B55 Cl.13 (E=0.85);B31.3-2002;1;5;600;12580
39;EFW -ASTM A672 Gr.B55 Cl.13 (E=0.85);B31.3-2002;1;5;650;12325
39;EFW -ASTM A672 Gr.B55 Cl.13 (E=0.85);B31.3-2002;1;5;700;12240
39;EFW -ASTM A672 Gr.B55 Cl.13 (E=0.85);B31.3-2002;1;5;750;10285
39;EFW -ASTM A672 Gr.B55 Cl.13 (E=0.85);B31.3-2002;1;5;800;8670
39;EFW -ASTM A672 Gr.B55 Cl.13 (E=0.85);B31.3-2002;1;5;850;7140
39;EFW -ASTM A672 Gr.B55 Cl.13 (E=0.85);B31.3-2002;1;5;900;5525
39;EFW -ASTM A672 Gr.B55 Cl.13 (E=0.85);B31.3-2002;1;5;950;3825
39;EFW -ASTM A672 Gr.B55 Cl.13 (E=0.85);B31.3-2002;1;5;1000;2125
39;EFW -ASTM A672 Gr.B55 Cl.13 (E=0.85);B31.3-2002;1;5;1050;1360
39;EFW -ASTM A672 Gr.B55 Cl.13 (E=0.85);B31.3-2002;1;5;1100;850
40;EFW -ASTM A672 Gr.B60 Cl.13 (E=0.85);B31.3-2002;1;5;100;17000
40;EFW -ASTM A672 Gr.B60 Cl.13 (E=0.85);B31.3-2002;1;5;200;16575
40;EFW -ASTM A672 Gr.B60 Cl.13 (E=0.85);B31.3-2002;1;5;300;16065
40;EFW -ASTM A672 Gr.B60 Cl.13 (E=0.85);B31.3-2002;1;5;400;15555
40;EFW -ASTM A672 Gr.B60 Cl.13 (E=0.85);B31.3-2002;1;5;500;14705
40;EFW -ASTM A672 Gr.B60 Cl.13 (E=0.85);B31.3-2002;1;5;600;13430
40;EFW -ASTM A672 Gr.B60 Cl.13 (E=0.85);B31.3-2002;1;5;650;13175
40;EFW -ASTM A672 Gr.B60 Cl.13 (E=0.85);B31.3-2002;1;5;700;13090
40;EFW -ASTM A672 Gr.B60 Cl.13 (E=0.85);B31.3-2002;1;5;750;11050
40;EFW -ASTM A672 Gr.B60 Cl.13 (E=0.85);B31.3-2002;1;5;800;9180
40;EFW -ASTM A672 Gr.B60 Cl.13 (E=0.85);B31.3-2002;1;5;850;7395
40;EFW -ASTM A672 Gr.B60 Cl.13 (E=0.85);B31.3-2002;1;5;900;5525
40;EFW -ASTM A672 Gr.B60 Cl.13 (E=0.85);B31.3-2002;1;5;950;3825
40;EFW -ASTM A672 Gr.B60 Cl.13 (E=0.85);B31.3-2002;1;5;1000;2125
40;EFW -ASTM A672 Gr.B60 Cl.13 (E=0.85);B31.3-2002;1;5;1050;1360
40;EFW -ASTM A672 Gr.B60 Cl.13 (E=0.85);B31.3-2002;1;5;1100;850
41;EFW -ASTM A672 Gr.C55 Cl.13 (E=0.85);B31.3-2002;1;5;100;15555
41;EFW -ASTM A672 Gr.C55 Cl.13 (E=0.85);B31.3-2002;1;5;200;15555
41;EFW -ASTM A672 Gr.C55 Cl.13 (E=0.85);B31.3-2002;1;5;300;15045
41;EFW -ASTM A672 Gr.C55 Cl.13 (E=0.85);B31.3-2002;1;5;400;14620
41;EFW -ASTM A672 Gr.C55 Cl.13 (E=0.85);B31.3-2002;1;5;500;13770
41;EFW -ASTM A672 Gr.C55 Cl.13 (E=0.85);B31.3-2002;1;5;600;12580
41;EFW -ASTM A672 Gr.C55 Cl.13 (E=0.85);B31.3-2002;1;5;650;12325
41;EFW -ASTM A672 Gr.C55 Cl.13 (E=0.85);B31.3-2002;1;5;700;12240
41;EFW -ASTM A672 Gr.C55 Cl.13 (E=0.85);B31.3-2002;1;5;750;10285
41;EFW -ASTM A672 Gr.C55 Cl.13 (E=0.85);B31.3-2002;1;5;800;8670
41;EFW -ASTM A672 Gr.C55 Cl.13 (E=0.85);B31.3-2002;1;5;850;7140
41;EFW -ASTM A672 Gr.C55 Cl.13 (E=0.85);B31.3-2002;1;5;900;5525
41;EFW -ASTM A672 Gr.C55 Cl.13 (E=0.85);B31.3-2002;1;5;950;3825
41;EFW -ASTM A672 Gr.C55 Cl.13 (E=0.85);B31.3-2002;1;5;1000;2125
41;EFW -ASTM A672 Gr.C55 Cl.13 (E=0.85);B31.3-2002;1;5;1050;1360
41;EFW -ASTM A672 Gr.C55 Cl.13 (E=0.85);B31.3-2002;1;5;1100;850
42;EFW (SAW)-API 5L Gr.B   (E=0.95);B31.3-2002;1;1;100;19000
42;EFW (SAW)-API 5L Gr.B   (E=0.95);B31.3-2002;1;1;200;19000
42;EFW (SAW)-API 5L Gr.B   (E=0.95);B31.3-2002;1;1;300;19000
42;EFW (SAW)-API 5L Gr.B   (E=0.95);B31.3-2002;1;1;400;19000
42;EFW (SAW)-API 5L Gr.B   (E=0.95);B31.3-2002;1;1;500;17955
42;EFW (SAW)-API 5L Gr.B   (E=0.95);B31.3-2002;1;1;600;16435
42;EFW (SAW)-API 5L Gr.B   (E=0.95);B31.3-2002;1;1;650;16150
42;EFW (SAW)-API 5L Gr.B   (E=0.95);B31.3-2002;1;1;700;15675
42;EFW (SAW)-API 5L Gr.B   (E=0.95);B31.3-2002;1;1;750;12350
42;EFW (SAW)-API 5L Gr.B   (E=0.95);B31.3-2002;1;1;800;10260
42;EFW (SAW)-API 5L Gr.B   (E=0.95);B31.3-2002;1;1;850;8265
42;EFW (SAW)-API 5L Gr.B   (E=0.95);B31.3-2002;1;1;900;6175
42;EFW (SAW)-API 5L Gr.B   (E=0.95);B31.3-2002;1;1;950;4275
42;EFW (SAW)-API 5L Gr.B   (E=0.95);B31.3-2002;1;1;1000;2375
42;EFW (SAW)-API 5L Gr.B   (E=0.95);B31.3-2002;1;1;1050;1520
42;EFW (SAW)-API 5L Gr.B   (E=0.95);B31.3-2002;1;1;1100;950
43;EFW (SAW)-API 5L Gr.X42 (E=0.95);B31.3-2002;1;3;100;19000
43;EFW (SAW)-API 5L Gr.X42 (E=0.95);B31.3-2002;1;3;200;19000
43;EFW (SAW)-API 5L Gr.X42 (E=0.95);B31.3-2002;1;3;300;19000
43;EFW (SAW)-API 5L Gr.X42 (E=0.95);B31.3-2002;1;3;400;19000
44;EFW (SAW)-API 5L  Gr.X46 (E=0.95);B31.3-2002;1;3;100;19950
44;EFW (SAW)-API 5L  Gr.X46 (E=0.95);B31.3-2002;1;3;200;19950
44;EFW (SAW)-API 5L  Gr.X46 (E=0.95);B31.3-2002;1;3;300;19950
44;EFW (SAW)-API 5L  Gr.X46 (E=0.95);B31.3-2002;1;3;400;19950
45;EFW (SAW)-API 5L  Gr.X52 (E=0.95)-T.S. 66 ksi;B31.3-2002;1;3;100;20900
45;EFW (SAW)-API 5L  Gr.X52 (E=0.95)-T.S. 66 ksi;B31.3-2002;1;3;200;20900
45;EFW (SAW)-API 5L  Gr.X52 (E=0.95)-T.S. 66 ksi;B31.3-2002;1;3;300;20900
45;EFW (SAW)-API 5L  Gr.X52 (E=0.95)-T.S. 66 ksi;B31.3-2002;1;3;400;20900
46;;;0;0;;
47;SMLS-ASTM A333 Gr.3 (3.5 Ni);B31.3-2002;1;1;100;21700
47;SMLS-ASTM A333 Gr.3 (3.5 Ni);B31.3-2002;1;1;200;19600
47;SMLS-ASTM A333 Gr.3 (3.5 Ni);B31.3-2002;1;1;300;19600
47;SMLS-ASTM A333 Gr.3 (3.5 Ni);B31.3-2002;1;1;400;18700
47;SMLS-ASTM A333 Gr.3 (3.5 Ni);B31.3-2002;1;1;500;17800
47;SMLS-ASTM A333 Gr.3 (3.5 Ni);B31.3-2002;1;1;600;16800
47;SMLS-ASTM A333 Gr.3 (3.5 Ni);B31.3-2002;1;1;650;16300
47;SMLS-ASTM A333 Gr.3 (3.5 Ni);B31.3-2002;1;1;700;15500
47;SMLS-ASTM A333 Gr.3 (3.5 Ni);B31.3-2002;1;1;750;13900
