Record_Nr;Pipe_description;Code_ASME;Code_Y;codeTol;TempF;AllowPsi
47;SMLS-ASTM A333 Gr.3 (3.5 Ni);B31.3-2002;1;1;800;11400
47;SMLS-ASTM A333 Gr.3 (3.5 Ni);B31.3-2002;1;1;850;9000
47;SMLS-ASTM A333 Gr.3 (3.5 Ni);B31.3-2002;1;1;900;6500
47;SMLS-ASTM A333 Gr.3 (3.5 Ni);B31.3-2002;1;1;950;4500
47;SMLS-ASTM A333 Gr.3 (3.5 Ni);B31.3-2002;1;1;1000;2500
47;SMLS-ASTM A333 Gr.3 (3.5 Ni);B31.3-2002;1;1;1050;1600
47;SMLS-ASTM A333 Gr.3 (3.5 Ni);B31.3-2002;1;1;1100;1000
48;SMLS-ASTM A333 Gr.8 (9 Ni);B31.3-2002;1;1;100;31700
48;SMLS-ASTM A333 Gr.8 (9 Ni);B31.3-2002;1;1;200;31700
49;SMLS-ASTM A335 Gr.P1 (C-0.5Mo);B31.3-2002;1;1;100;18300
49;SMLS-ASTM A335 Gr.P1 (C-0.5Mo);B31.3-2002;1;1;200;18300
49;SMLS-ASTM A335 Gr.P1 (C-0.5Mo);B31.3-2002;1;1;300;17500
49;SMLS-ASTM A335 Gr.P1 (C-0.5Mo);B31.3-2002;1;1;400;16900
49;SMLS-ASTM A335 Gr.P1 (C-0.5Mo);B31.3-2002;1;1;500;16300
49;SMLS-ASTM A335 Gr.P1 (C-0.5Mo);B31.3-2002;1;1;600;15700
49;SMLS-ASTM A335 Gr.P1 (C-0.5Mo);B31.3-2002;1;1;650;15400
49;SMLS-ASTM A335 Gr.P1 (C-0.5Mo);B31.3-2002;1;1;700;15100
49;SMLS-ASTM A335 Gr.P1 (C-0.5Mo);B31.3-2002;1;1;750;13800
49;SMLS-ASTM A335 Gr.P1 (C-0.5Mo);B31.3-2002;1;1;800;13500
49;SMLS-ASTM A335 Gr.P1 (C-0.5Mo);B31.3-2002;1;1;850;13200
49;SMLS-ASTM A335 Gr.P1 (C-0.5Mo);B31.3-2002;1;1;900;12700
49;SMLS-ASTM A335 Gr.P1 (C-0.5Mo);B31.3-2002;1;1;950;8200
49;SMLS-ASTM A335 Gr.P1 (C-0.5Mo);B31.3-2002;1;1;1000;4800
49;SMLS-ASTM A335 Gr.P1 (C-0.5Mo);B31.3-2002;1;1;1050;4000
49;SMLS-ASTM A335 Gr.P1 (C-0.5Mo);B31.3-2002;1;1;1100;2400
50;SMLS-ASTM A335 Gr.P5 (5Cr-0.5Mo);B31.3-2002;1;1;100;20000
50;SMLS-ASTM A335 Gr.P5 (5Cr-0.5Mo);B31.3-2002;1;1;200;18100
50;SMLS-ASTM A335 Gr.P5 (5Cr-0.5Mo);B31.3-2002;1;1;300;17400
50;SMLS-ASTM A335 Gr.P5 (5Cr-0.5Mo);B31.3-2002;1;1;400;17200
50;SMLS-ASTM A335 Gr.P5 (5Cr-0.5Mo);B31.3-2002;1;1;500;17100
50;SMLS-ASTM A335 Gr.P5 (5Cr-0.5Mo);B31.3-2002;1;1;600;16800
50;SMLS-ASTM A335 Gr.P5 (5Cr-0.5Mo);B31.3-2002;1;1;650;16600
50;SMLS-ASTM A335 Gr.P5 (5Cr-0.5Mo);B31.3-2002;1;1;700;16300
50;SMLS-ASTM A335 Gr.P5 (5Cr-0.5Mo);B31.3-2002;1;1;750;13200
50;SMLS-ASTM A335 Gr.P5 (5Cr-0.5Mo);B31.3-2002;1;1;800;12800
50;SMLS-ASTM A335 Gr.P5 (5Cr-0.5Mo);B31.3-2002;1;1;850;12100
50;SMLS-ASTM A335 Gr.P5 (5Cr-0.5Mo);B31.3-2002;1;1;900;10900
50;SMLS-ASTM A335 Gr.P5 (5Cr-0.5Mo);B31.3-2002;1;1;950;8000
50;SMLS-ASTM A335 Gr.P5 (5Cr-0.5Mo);B31.3-2002;1;1;1000;5800
50;SMLS-ASTM A335 Gr.P5 (5Cr-0.5Mo);B31.3-2002;1;1;1050;4200
50;SMLS-ASTM A335 Gr.P5 (5Cr-0.5Mo);B31.3-2002;1;1;1100;2900
50;SMLS-ASTM A335 Gr.P5 (5Cr-0.5Mo);B31.3-2002;1;1;1150;1800
50;SMLS-ASTM A335 Gr.P5 (5Cr-0.5Mo);B31.3-2002;1;1;1200;1000
51;SMLS-ASTM A335 Gr.P9 (9Cr-1Mo);B31.3-2002;1;1;100;20000
51;SMLS-ASTM A335 Gr.P9 (9Cr-1Mo);B31.3-2002;1;1;200;18100
51;SMLS-ASTM A335 Gr.P9 (9Cr-1Mo);B31.3-2002;1;1;300;17400
51;SMLS-ASTM A335 Gr.P9 (9Cr-1Mo);B31.3-2002;1;1;400;17200
51;SMLS-ASTM A335 Gr.P9 (9Cr-1Mo);B31.3-2002;1;1;500;17100
51;SMLS-ASTM A335 Gr.P9 (9Cr-1Mo);B31.3-2002;1;1;600;16800
51;SMLS-ASTM A335 Gr.P9 (9Cr-1Mo);B31.3-2002;1;1;650;16600
51;SMLS-ASTM A335 Gr.P9 (9Cr-1Mo);B31.3-2002;1;1;700;16300
51;SMLS-ASTM A335 Gr.P9 (9Cr-1Mo);B31.3-2002;1;1;750;13200
51;SMLS-ASTM A335 Gr.P9 (9Cr-1Mo);B31.3-2002;1;1;800;12800
51;SMLS-ASTM A335 Gr.P9 (9Cr-1Mo);B31.3-2002;1;1;850;12100
51;SMLS-ASTM A335 Gr.P9 (9Cr-1Mo);B31.3-2002;1;1;900;11400
51;SMLS-ASTM A335 Gr.P9 (9Cr-1Mo);B31.3-2002;1;1;950;10600
51;SMLS-ASTM A335 Gr.P9 (9Cr-1Mo);B31.3-2002;1;1;1000;7400
51;SMLS-ASTM A335 Gr.P9 (9Cr-1Mo);B31.3-2002;1;1;1050;5000
51;SMLS-ASTM A335 Gr.P9 (9Cr-1Mo);B31.3-2002;1;1;1100;3300
51;SMLS-ASTM A335 Gr.P9 (9Cr-1Mo);B31.3-2002;1;1;1150;2200
51;SMLS-ASTM A335 Gr.P9 (9Cr-1Mo);B31.3-2002;1;1;1200;1500
52;SMLS-ASTM A335 Gr.P11 (1.25Cr-0.5Mo);B31.3-2002;1;1;100;20000
52;SMLS-ASTM A335 Gr.P11 (1.25Cr-0.5Mo);B31.3-2002;1;1;200;18700
52;SMLS-ASTM A335 Gr.P11 (1.25Cr-0.5Mo);B31.3-2002;1;1;300;18000
52;SMLS-ASTM A335 Gr.P11 (1.25Cr-0.5Mo);B31.3-2002;1;1;400;17500
52;SMLS-ASTM A335 Gr.P11 (1.25Cr-0.5Mo);B31.3-2002;1;1;500;17200
52;SMLS-ASTM A335 Gr.P11 (1.25Cr-0.5Mo);B31.3-2002;1;1;600;16700
52;SMLS-ASTM A335 Gr.P11 (1.25Cr-0.5Mo);B31.3-2002;1;1;650;16200
52;SMLS-ASTM A335 Gr.P11 (1.25Cr-0.5Mo);B31.3-2002;1;1;700;15600
52;SMLS-ASTM A335 Gr.P11 (1.25Cr-0.5Mo);B31.3-2002;1;1;750;15200
52;SMLS-ASTM A335 Gr.P11 (1.25Cr-0.5Mo);B31.3-2002;1;1;800;15000
52;SMLS-ASTM A335 Gr.P11 (1.25Cr-0.5Mo);B31.3-2002;1;1;850;14500
52;SMLS-ASTM A335 Gr.P11 (1.25Cr-0.5Mo);B31.3-2002;1;1;900;12800
52;SMLS-ASTM A335 Gr.P11 (1.25Cr-0.5Mo);B31.3-2002;1;1;950;9300
52;SMLS-ASTM A335 Gr.P11 (1.25Cr-0.5Mo);B31.3-2002;1;1;1000;6300
52;SMLS-ASTM A335 Gr.P11 (1.25Cr-0.5Mo);B31.3-2002;1;1;1050;4200
52;SMLS-ASTM A335 Gr.P11 (1.25Cr-0.5Mo);B31.3-2002;1;1;1100;2800
52;SMLS-ASTM A335 Gr.P11 (1.25Cr-0.5Mo);B31.3-2002;1;1;1150;1900
52;SMLS-ASTM A335 Gr.P11 (1.25Cr-0.5Mo);B31.3-2002;1;1;1200;1200
53;SMLS-ASTM A335 Gr.P12 (1Cr-0.5Mo);B31.3-2002;1;1;100;20000
53;SMLS-ASTM A335 Gr.P12 (1Cr-0.5Mo);B31.3-2002;1;1;200;18700
53;SMLS-ASTM A335 Gr.P12 (1Cr-0.5Mo);B31.3-2002;1;1;300;18000
53;SMLS-ASTM A335 Gr.P12 (1Cr-0.5Mo);B31.3-2002;1;1;400;17500
53;SMLS-ASTM A335 Gr.P12 (1Cr-0.5Mo);B31.3-2002;1;1;500;17200
53;SMLS-ASTM A335 Gr.P12 (1Cr-0.5Mo);B31.3-2002;1;1;600;16700
53;SMLS-ASTM A335 Gr.P12 (1Cr-0.5Mo);B31.3-2002;1;1;650;16200
53;SMLS-ASTM A335 Gr.P12 (1Cr-0.5Mo);B31.3-2002;1;1;700;15600
53;SMLS-ASTM A335 Gr.P12 (1Cr-0.5Mo);B31.3-2002;1;1;750;15200
53;SMLS-ASTM A335 Gr.P12 (1Cr-0.5Mo);B31.3-2002;1;1;800;15000
53;SMLS-ASTM A335 Gr.P12 (1Cr-0.5Mo);B31.3-2002;1;1;850;14500
53;SMLS-ASTM A335 Gr.P12 (1Cr-0.5Mo);B31.3-2002;1;1;900;12800
53;SMLS-ASTM A335 Gr.P12 (1Cr-0.5Mo);B31.3-2002;1;1;950;11300
53;SMLS-ASTM A335 Gr.P12 (1Cr-0.5Mo);B31.3-2002;1;1;1000;7200
53;SMLS-ASTM A335 Gr.P12 (1Cr-0.5Mo);B31.3-2002;1;1;1050;4500
53;SMLS-ASTM A335 Gr.P12 (1Cr-0.5Mo);B31.3-2002;1;1;1100;2800
53;SMLS-ASTM A335 Gr.P12 (1Cr-0.5Mo);B31.3-2002;1;1;1150;1800
53;SMLS-ASTM A335 Gr.P12 (1Cr-0.5Mo);B31.3-2002;1;1;1200;1100
54;SMLS-ASTM A335 Gr.P22 (2.25Cr-1Mo);B31.3-2002;1;1;100;20000
54;SMLS-ASTM A335 Gr.P22 (2.25Cr-1Mo);B31.3-2002;1;1;200;18500
54;SMLS-ASTM A335 Gr.P22 (2.25Cr-1Mo);B31.3-2002;1;1;300;18000
54;SMLS-ASTM A335 Gr.P22 (2.25Cr-1Mo);B31.3-2002;1;1;400;17900
54;SMLS-ASTM A335 Gr.P22 (2.25Cr-1Mo);B31.3-2002;1;1;500;17900
54;SMLS-ASTM A335 Gr.P22 (2.25Cr-1Mo);B31.3-2002;1;1;600;17900
54;SMLS-ASTM A335 Gr.P22 (2.25Cr-1Mo);B31.3-2002;1;1;650;17900
54;SMLS-ASTM A335 Gr.P22 (2.25Cr-1Mo);B31.3-2002;1;1;700;17900
54;SMLS-ASTM A335 Gr.P22 (2.25Cr-1Mo);B31.3-2002;1;1;750;17900
54;SMLS-ASTM A335 Gr.P22 (2.25Cr-1Mo);B31.3-2002;1;1;800;17800
54;SMLS-ASTM A335 Gr.P22 (2.25Cr-1Mo);B31.3-2002;1;1;850;14500
54;SMLS-ASTM A335 Gr.P22 (2.25Cr-1Mo);B31.3-2002;1;1;900;12800
54;SMLS-ASTM A335 Gr.P22 (2.25Cr-1Mo);B31.3-2002;1;1;950;10800
54;SMLS-ASTM A335 Gr.P22 (2.25Cr-1Mo);B31.3-2002;1;1;1000;7800
54;SMLS-ASTM A335 Gr.P22 (2.25Cr-1Mo);B31.3-2002;1;1;1050;5100
54;SMLS-ASTM A335 Gr.P22 (2.25Cr-1Mo);B31.3-2002;1;1;1100;3200
54;SMLS-ASTM A335 Gr.P22 (2.25Cr-1Mo);B31.3-2002;1;1;1150;2000
54;SMLS-ASTM A335 Gr.P22 (2.25Cr-1Mo);B31.3-2002;1;1;1200;1600
55;EFW -ASTM A671 Gr.CF71 Cl.22 (3.5Ni) (E=1);B31.3-2002;1;5;100;23300
56;EFW -ASTM A691 Gr.CM70 Cl.13 (E=0.85);B31.3-2002;1;5;100;19805
56;EFW -ASTM A691 Gr.CM70 Cl.13 (E=0.85);B31.3-2002;1;5;200;19805
56;EFW -ASTM A691 Gr.CM70 Cl.13 (E=0.85);B31.3-2002;1;5;300;19805
56;EFW -ASTM A691 Gr.CM70 Cl.13 (E=0.85);B31.3-2002;1;5;400;19125
56;EFW -ASTM A691 Gr.CM70 Cl.13 (E=0.85);B31.3-2002;1;5;500;18445
56;EFW -ASTM A691 Gr.CM70 Cl.13 (E=0.85);B31.3-2002;1;5;600;17765
56;EFW -ASTM A691 Gr.CM70 Cl.13 (E=0.85);B31.3-2002;1;5;650;17425
56;EFW -ASTM A691 Gr.CM70 Cl.13 (E=0.85);B31.3-2002;1;5;700;17085
56;EFW -ASTM A691 Gr.CM70 Cl.13 (E=0.85);B31.3-2002;1;5;750;14875
56;EFW -ASTM A691 Gr.CM70 Cl.13 (E=0.85);B31.3-2002;1;5;800;14875
56;EFW -ASTM A691 Gr.CM70 Cl.13 (E=0.85);B31.3-2002;1;5;850;14535
56;EFW -ASTM A691 Gr.CM70 Cl.13 (E=0.85);B31.3-2002;1;5;900;11645
56;EFW -ASTM A691 Gr.CM70 Cl.13 (E=0.85);B31.3-2002;1;5;950;6970
56;EFW -ASTM A691 Gr.CM70 Cl.13 (E=0.85);B31.3-2002;1;5;1000;4080
56;EFW -ASTM A691 Gr.CM70 Cl.13 (E=0.85);B31.3-2002;1;5;1050;3400
56;EFW -ASTM A691 Gr.CM70 Cl.13 (E=0.85);B31.3-2002;1;5;1100;2040
57;EFW -ASTM A691 Gr.CM70 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;100;20970
57;EFW -ASTM A691 Gr.CM70 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;200;20970
57;EFW -ASTM A691 Gr.CM70 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;300;20970
57;EFW -ASTM A691 Gr.CM70 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;400;20250
57;EFW -ASTM A691 Gr.CM70 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;500;19530
57;EFW -ASTM A691 Gr.CM70 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;600;18810
57;EFW -ASTM A691 Gr.CM70 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;650;18450
57;EFW -ASTM A691 Gr.CM70 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;700;18090
57;EFW -ASTM A691 Gr.CM70 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;750;15750
57;EFW -ASTM A691 Gr.CM70 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;800;15750
57;EFW -ASTM A691 Gr.CM70 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;850;15390
57;EFW -ASTM A691 Gr.CM70 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;900;12330
57;EFW -ASTM A691 Gr.CM70 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;950;7380
57;EFW -ASTM A691 Gr.CM70 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;1000;4320
57;EFW -ASTM A691 Gr.CM70 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;1050;3600
57;EFW -ASTM A691 Gr.CM70 Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;1100;2160
58;EFW -ASTM A691 Gr.CM70 Cl.22 (E=1);B31.3-2002;1;5;100;23300
58;EFW -ASTM A691 Gr.CM70 Cl.22 (E=1);B31.3-2002;1;5;200;23300
58;EFW -ASTM A691 Gr.CM70 Cl.22 (E=1);B31.3-2002;1;5;300;23300
58;EFW -ASTM A691 Gr.CM70 Cl.22 (E=1);B31.3-2002;1;5;400;22500
58;EFW -ASTM A691 Gr.CM70 Cl.22 (E=1);B31.3-2002;1;5;500;21700
58;EFW -ASTM A691 Gr.CM70 Cl.22 (E=1);B31.3-2002;1;5;600;20900
58;EFW -ASTM A691 Gr.CM70 Cl.22 (E=1);B31.3-2002;1;5;650;20500
58;EFW -ASTM A691 Gr.CM70 Cl.22 (E=1);B31.3-2002;1;5;700;20100
58;EFW -ASTM A691 Gr.CM70 Cl.22 (E=1);B31.3-2002;1;5;750;17500
58;EFW -ASTM A691 Gr.CM70 Cl.22 (E=1);B31.3-2002;1;5;800;17500
58;EFW -ASTM A691 Gr.CM70 Cl.22 (E=1);B31.3-2002;1;5;850;17100
58;EFW -ASTM A691 Gr.CM70 Cl.22 (E=1);B31.3-2002;1;5;900;13700
58;EFW -ASTM A691 Gr.CM70 Cl.22 (E=1);B31.3-2002;1;5;950;8200
58;EFW -ASTM A691 Gr.CM70 Cl.22 (E=1);B31.3-2002;1;5;1000;4800
58;EFW -ASTM A691 Gr.CM70 Cl.22 (E=1);B31.3-2002;1;5;1050;4000
58;EFW -ASTM A691 Gr.CM70 Cl.22 (E=1);B31.3-2002;1;5;1100;2400
59;EFW -ASTM A691 Gr.0.5Cr Cl.22 (E=1);B31.3-2002;1;5;100;18300
59;EFW -ASTM A691 Gr.0.5Cr Cl.22 (E=1);B31.3-2002;1;5;200;18300
59;EFW -ASTM A691 Gr.0.5Cr Cl.22 (E=1);B31.3-2002;1;5;300;18300
59;EFW -ASTM A691 Gr.0.5Cr Cl.22 (E=1);B31.3-2002;1;5;400;18300
59;EFW -ASTM A691 Gr.0.5Cr Cl.22 (E=1);B31.3-2002;1;5;500;17900
59;EFW -ASTM A691 Gr.0.5Cr Cl.22 (E=1);B31.3-2002;1;5;600;17300
59;EFW -ASTM A691 Gr.0.5Cr Cl.22 (E=1);B31.3-2002;1;5;650;16900
59;EFW -ASTM A691 Gr.0.5Cr Cl.22 (E=1);B31.3-2002;1;5;700;16600
59;EFW -ASTM A691 Gr.0.5Cr Cl.22 (E=1);B31.3-2002;1;5;750;13800
59;EFW -ASTM A691 Gr.0.5Cr Cl.22 (E=1);B31.3-2002;1;5;800;13800
59;EFW -ASTM A691 Gr.0.5Cr Cl.22 (E=1);B31.3-2002;1;5;850;13400
59;EFW -ASTM A691 Gr.0.5Cr Cl.22 (E=1);B31.3-2002;1;5;900;12800
59;EFW -ASTM A691 Gr.0.5Cr Cl.22 (E=1);B31.3-2002;1;5;950;9200
59;EFW -ASTM A691 Gr.0.5Cr Cl.22 (E=1);B31.3-2002;1;5;1000;5900
60;EFW -ASTM A691 Gr.1Cr Cl.23 (E=0.85);B31.3-2002;1;5;100;15555
60;EFW -ASTM A691 Gr.1Cr Cl.23 (E=0.85);B31.3-2002;1;5;200;15555
60;EFW -ASTM A691 Gr.1Cr Cl.23 (E=0.85);B31.3-2002;1;5;300;15555
60;EFW -ASTM A691 Gr.1Cr Cl.23 (E=0.85);B31.3-2002;1;5;400;15555
60;EFW -ASTM A691 Gr.1Cr Cl.23 (E=0.85);B31.3-2002;1;5;500;15215
60;EFW -ASTM A691 Gr.1Cr Cl.23 (E=0.85);B31.3-2002;1;5;600;14705
60;EFW -ASTM A691 Gr.1Cr Cl.23 (E=0.85);B31.3-2002;1;5;650;14365
60;EFW -ASTM A691 Gr.1Cr Cl.23 (E=0.85);B31.3-2002;1;5;700;14110
60;EFW -ASTM A691 Gr.1Cr Cl.23 (E=0.85);B31.3-2002;1;5;750;13855
60;EFW -ASTM A691 Gr.1Cr Cl.23 (E=0.85);B31.3-2002;1;5;800;13515
60;EFW -ASTM A691 Gr.1Cr Cl.23 (E=0.85);B31.3-2002;1;5;850;13090
60;EFW -ASTM A691 Gr.1Cr Cl.23 (E=0.85);B31.3-2002;1;5;900;11900
60;EFW -ASTM A691 Gr.1Cr Cl.23 (E=0.85);B31.3-2002;1;5;950;9605
60;EFW -ASTM A691 Gr.1Cr Cl.23 (E=0.85);B31.3-2002;1;5;1000;6120
60;EFW -ASTM A691 Gr.1Cr Cl.23 (E=0.85);B31.3-2002;1;5;1050;3825
60;EFW -ASTM A691 Gr.1Cr Cl.23 (E=0.85);B31.3-2002;1;5;1100;2380
60;EFW -ASTM A691 Gr.1Cr Cl.23 (E=0.85);B31.3-2002;1;5;1150;1530
60;EFW -ASTM A691 Gr.1Cr Cl.23 (E=0.85);B31.3-2002;1;5;1200;935
61;EFW -ASTM A691 Gr.1Cr Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;100;16470
61;EFW -ASTM A691 Gr.1Cr Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;200;16470
61;EFW -ASTM A691 Gr.1Cr Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;300;16470
61;EFW -ASTM A691 Gr.1Cr Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;400;16470
61;EFW -ASTM A691 Gr.1Cr Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;500;16110
61;EFW -ASTM A691 Gr.1Cr Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;600;15570
61;EFW -ASTM A691 Gr.1Cr Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;650;15210
61;EFW -ASTM A691 Gr.1Cr Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;700;14940
61;EFW -ASTM A691 Gr.1Cr Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;750;14670
61;EFW -ASTM A691 Gr.1Cr Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;800;14310
61;EFW -ASTM A691 Gr.1Cr Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;850;13860
61;EFW -ASTM A691 Gr.1Cr Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;900;12600
61;EFW -ASTM A691 Gr.1Cr Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;950;10170
61;EFW -ASTM A691 Gr.1Cr Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;1000;6480
61;EFW -ASTM A691 Gr.1Cr Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;1050;4050
61;EFW -ASTM A691 Gr.1Cr Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;1100;2520
61;EFW -ASTM A691 Gr.1Cr Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;1150;1620
61;EFW -ASTM A691 Gr.1Cr Cl.22+TB 5451 (E=0.9);B31.3-2002;1;5;1200;990
62;EFW -ASTM A691 Gr.1Cr Cl.22 (E=1);B31.3-2002;1;5;100;18300
62;EFW -ASTM A691 Gr.1Cr Cl.22 (E=1);B31.3-2002;1;5;200;18300
62;EFW -ASTM A691 Gr.1Cr Cl.22 (E=1);B31.3-2002;1;5;300;18300
62;EFW -ASTM A691 Gr.1Cr Cl.22 (E=1);B31.3-2002;1;5;400;18300
62;EFW -ASTM A691 Gr.1Cr Cl.22 (E=1);B31.3-2002;1;5;500;17900
62;EFW -ASTM A691 Gr.1Cr Cl.22 (E=1);B31.3-2002;1;5;600;17300
62;EFW -ASTM A691 Gr.1Cr Cl.22 (E=1);B31.3-2002;1;5;650;16900
62;EFW -ASTM A691 Gr.1Cr Cl.22 (E=1);B31.3-2002;1;5;700;16600
62;EFW -ASTM A691 Gr.1Cr Cl.22 (E=1);B31.3-2002;1;5;750;16300
62;EFW -ASTM A691 Gr.1Cr Cl.22 (E=1);B31.3-2002;1;5;800;15900
62;EFW -ASTM A691 Gr.1Cr Cl.22 (E=1);B31.3-2002;1;5;850;15400
62;EFW -ASTM A691 Gr.1Cr Cl.22 (E=1);B31.3-2002;1;5;900;14000
62;EFW -ASTM A691 Gr.1Cr Cl.22 (E=1);B31.3-2002;1;5;950;11300
62;EFW -ASTM A691 Gr.1Cr Cl.22 (E=1);B31.3-2002;1;5;1000;7200
62;EFW -ASTM A691 Gr.1Cr Cl.22 (E=1);B31.3-2002;1;5;1050;4500
62;EFW -ASTM A691 Gr.1Cr Cl.22 (E=1);B31.3-2002;1;5;1100;2800
62;EFW -ASTM A691 Gr.1Cr Cl.22 (E=1);B31.3-2002;1;5;1150;1800
62;EFW -ASTM A691 Gr.1Cr Cl.22 (E=1);B31.3-2002;1;5;1200;1100
63;EFW -ASTM A691 Gr.1.25Cr Cl.23 (E=0.85);B31.3-2002;1;5;100;17000
63;EFW -ASTM A691 Gr.1.25Cr Cl.23 (E=0.85);B31.3-2002;1;5;200;17000
63;EFW -ASTM A691 Gr.1.25Cr Cl.23 (E=0.85);B31.3-2002;1;5;300;17000
63;EFW -ASTM A691 Gr.1.25Cr Cl.23 (E=0.85);B31.3-2002;1;5;400;16745
63;EFW -ASTM A691 Gr.1.25Cr Cl.23 (E=0.85);B31.3-2002;1;5;500;16065
63;EFW -ASTM A691 Gr.1.25Cr Cl.23 (E=0.85);B31.3-2002;1;5;600;15555
63;EFW -ASTM A691 Gr.1.25Cr Cl.23 (E=0.85);B31.3-2002;1;5;650;15300
63;EFW -ASTM A691 Gr.1.25Cr Cl.23 (E=0.85);B31.3-2002;1;5;700;14960
63;EFW -ASTM A691 Gr.1.25Cr Cl.23 (E=0.85);B31.3-2002;1;5;750;14705
63;EFW -ASTM A691 Gr.1.25Cr Cl.23 (E=0.85);B31.3-2002;1;5;800;14280
63;EFW -ASTM A691 Gr.1.25Cr Cl.23 (E=0.85);B31.3-2002;1;5;850;13855
63;EFW -ASTM A691 Gr.1.25Cr Cl.23 (E=0.85);B31.3-2002;1;5;900;12750
63;EFW -ASTM A691 Gr.1.25Cr Cl.23 (E=0.85);B31.3-2002;1;5;950;8415
63;EFW -ASTM A691 Gr.1.25Cr Cl.23 (E=0.85);B31.3-2002;1;5;1000;5355
63;EFW -ASTM A691 Gr.1.25Cr Cl.23 (E=0.85);B31.3-2002;1;5;1050;3570
63;EFW -ASTM A691 Gr.1.25Cr Cl.23 (E=0.85);B31.3-2002;1;5;1100;2380
63;EFW -ASTM A691 Gr.1.25Cr Cl.23 (E=0.85);B31.3-2002;1;5;1150;1615
63;EFW -ASTM A691 Gr.1.25Cr Cl.23 (E=0.85);B31.3-2002;1;5;1200;1020
64;EFW -ASTM A691 Gr.1.25Cr Cl.22+TB 5451(E=0.9);B31.3-2002;1;5;100;18000
64;EFW -ASTM A691 Gr.1.25Cr Cl.22+TB 5451(E=0.9);B31.3-2002;1;5;200;18000
64;EFW -ASTM A691 Gr.1.25Cr Cl.22+TB 5451(E=0.9);B31.3-2002;1;5;300;18000
64;EFW -ASTM A691 Gr.1.25Cr Cl.22+TB 5451(E=0.9);B31.3-2002;1;5;400;17730
64;EFW -ASTM A691 Gr.1.25Cr Cl.22+TB 5451(E=0.9);B31.3-2002;1;5;500;17010
64;EFW -ASTM A691 Gr.1.25Cr Cl.22+TB 5451(E=0.9);B31.3-2002;1;5;600;16470
64;EFW -ASTM A691 Gr.1.25Cr Cl.22+TB 5451(E=0.9);B31.3-2002;1;5;650;16200
64;EFW -ASTM A691 Gr.1.25Cr Cl.22+TB 5451(E=0.9);B31.3-2002;1;5;700;15840
64;EFW -ASTM A691 Gr.1.25Cr Cl.22+TB 5451(E=0.9);B31.3-2002;1;5;750;15570
64;EFW -ASTM A691 Gr.1.25Cr Cl.22+TB 5451(E=0.9);B31.3-2002;1;5;800;15120
64;EFW -ASTM A691 Gr.1.25Cr Cl.22+TB 5451(E=0.9);B31.3-2002;1;5;850;14670
64;EFW -ASTM A691 Gr.1.25Cr Cl.22+TB 5451(E=0.9);B31.3-2002;1;5;900;13500
64;EFW -ASTM A691 Gr.1.25Cr Cl.22+TB 5451(E=0.9);B31.3-2002;1;5;950;8910
64;EFW -ASTM A691 Gr.1.25Cr Cl.22+TB 5451(E=0.9);B31.3-2002;1;5;1000;5670
64;EFW -ASTM A691 Gr.1.25Cr Cl.22+TB 5451(E=0.9);B31.3-2002;1;5;1050;3780
64;EFW -ASTM A691 Gr.1.25Cr Cl.22+TB 5451(E=0.9);B31.3-2002;1;5;1100;2520
64;EFW -ASTM A691 Gr.1.25Cr Cl.22+TB 5451(E=0.9);B31.3-2002;1;5;1150;1710
64;EFW -ASTM A691 Gr.1.25Cr Cl.22+TB 5451(E=0.9);B31.3-2002;1;5;1200;1080
