id;TempF;R_150;R_300;R_400;R_600;R_900;R_1500;R_2500;R_4500
1;100;285;740;990;1480;2220;3705;6170;11110
1;200;260;675;900;1350;2025;3375;5625;10120
1;300;230;655;875;1315;1970;3280;5470;9845
1;400;200;635;845;1270;1900;3170;5280;9505
1;500;170;600;800;1200;1795;2995;4990;8980
1;600;140;550;730;1095;1640;2735;4560;8210
1;650;125;535;715;1075;1610;2685;4475;8055
1;700;110;535;710;1065;1600;2665;4440;7990
1;750;95;505;670;1010;1510;2520;4200;7560
1;800;80;410;550;825;1235;2060;3430;6170
1;850;65;270;355;535;805;1340;2230;4010
1;900;50;170;230;345;515;860;1430;2570
1;950;35;105;140;205;310;515;860;1545
1;1000;20;50;70;105;155;260;430;770
2;100;290;750;1000;1500;2250;3750;6250;11250
2;200;290;750;1000;1500;2250;3750;6250;11250
2;300;290;750;1000;1500;2250;3750;6250;11250
2;400;290;750;1000;1500;2250;3750;6250;11250
2;500;290;750;1000;1500;2250;3750;6250;11250
2;600;275;715;950;1425;2140;3565;5940;10690
2;650;270;700;935;1400;2100;3495;5825;10485
2;700;265;695;925;1390;2080;3470;5780;10405
2;750;240;630;840;1260;1890;3150;5250;9450
2;800;200;515;685;1030;1545;2570;4285;7715
2;850;130;335;445;670;1005;1670;2785;5015
2;900;85;215;285;430;645;1070;1785;3215
2;950;50;130;170;260;385;645;1070;1930
2;1000;25;65;85;130;195;320;535;965
3;100;290;750;1000;1500;2250;3750;6250;11250
3;200;260;750;1000;1500;2250;3750;6250;11250
3;300;230;730;970;1455;2185;3640;6070;10925
3;400;200;705;940;1410;2115;3530;5880;10585
3;500;170;665;885;1330;1995;3325;5540;9965
3;600;140;605;805;1210;1815;3025;5040;9070
3;650;125;590;785;1175;1765;2940;4905;8825
3;700;110;570;755;1135;1705;2840;4730;8515
3;750;95;505;670;1010;1510;2520;4200;7560
3;800;80;410;550;825;1235;2060;3430;6170
3;850;65;270;355;535;805;1340;2230;4010
3;900;50;170;230;345;515;860;1430;2570
3;950;35;105;140;205;310;515;860;1545
3;1000;20;50;70;105;155;260;430;770
4;100;290;750;1000;1500;2250;3750;6250;11250
4;200;290;750;1000;1500;2250;3750;6250;11250
4;300;290;750;1000;1500;2250;3750;6250;11250
4;400;290;750;1000;1500;2250;3750;6250;11250
4;500;290;750;1000;1500;2250;3750;6250;11250
4;600;290;750;1000;1500;2250;3750;6250;11250
4;650;290;750;1000;1500;2250;3750;6250;11250
4;700;275;710;950;1425;2135;3560;5930;10670
4;750;240;630;840;1260;1890;3150;5250;9450
4;800;200;515;685;1030;1545;2570;4285;7715
4;850;130;335;445;670;1005;1670;2785;5015
4;900;85;215;285;430;645;1070;1785;3215
4;950;50;130;170;260;385;645;1070;1930
4;1000;25;65;85;130;195;320;535;965
5;100;265;695;925;1390;2085;3470;5785;10415
5;200;250;655;875;1315;1970;3280;5470;9845
5;300;230;640;850;1275;1915;3190;5315;9565
5;400;200;620;825;1235;1850;3085;5145;9260
5;500;170;585;775;1165;1745;2910;4850;8735
5;600;140;535;710;1065;1600;2665;4440;7990
5;650;125;525;695;1045;1570;2615;4355;7840
5;700;110;520;690;1035;1555;2590;4320;7775
5;750;95;475;630;945;1420;2365;3945;7100
5;800;80;390;520;780;1175;1955;3260;5865
5;850;65;270;355;535;805;1340;2230;4010
5;900;50;170;230;345;515;860;1430;2570
5;950;35;105;140;205;310;515;860;1545
5;1000;20;50;70;105;155;260;430;770
6;100;265;695;925;1390;2085;3470;5785;10415
6;200;265;695;925;1390;2085;3470;5785;10415
6;300;265;695;925;1390;2085;3470;5785;10415
6;400;265;695;925;1390;2085;3470;5785;10415
6;500;265;695;925;1390;2085;3470;5785;10415
6;600;265;695;925;1390;2080;3470;5780;10405
6;650;260;680;910;1360;2040;3400;5670;10205
6;700;255;665;885;1330;1995;3320;5535;9965
6;750;225;590;790;1185;1775;2960;4930;8870
6;800;190;490;650;980;1465;2445;4070;7330
6;850;130;335;445;670;1005;1670;2785;5015
6;900;85;215;285;430;645;1070;1785;3215
6;950;50;130;170;260;385;645;1070;1930
6;1000;25;65;85;130;195;320;535;965
7;100;235;620;825;1235;1850;3085;5145;9260
7;200;215;560;750;1125;1685;2810;4680;8425
7;300;210;550;730;1095;1640;2735;4560;8210
7;400;200;530;705;1060;1585;2645;4405;7930
7;500;170;500;665;995;1495;2490;4150;7470
7;600;140;455;610;915;1370;2285;3805;6850
7;650;125;450;600;895;1345;2245;3740;6725
7;700;110;450;600;895;1345;2245;3740;6725
7;750;95;445;590;885;1325;2210;3685;6635
7;800;80;370;495;740;1110;1850;3085;5555
7;850;65;270;355;535;805;1340;2230;4010
7;900;50;170;230;345;515;860;1430;2570
7;950;35;105;140;205;310;515;860;1545
7;1000;20;50;70;105;155;260;430;770
8;100;245;645;860;1285;1930;3215;5360;9645
8;200;245;645;860;1285;1930;3215;5360;9645
8;300;245;645;860;1285;1930;3215;5360;9645
8;400;245;645;860;1285;1930;3215;5360;9645
8;500;245;645;860;1285;1930;3215;5360;9645
8;600;230;595;795;1190;1785;2975;4955;8920
8;650;225;585;780;1170;1750;2920;4865;8760
8;700;220;580;770;1160;1735;2895;4820;8680
8;750;210;555;740;1105;1660;2765;4610;8295
8;800;180;465;620;925;1390;2315;3860;6945
8;850;130;335;445;670;1005;1670;2785;5015
8;900;85;215;285;430;645;1070;1785;3215
8;950;50;130;170;260;385;645;1070;1930
8;1000;25;65;85;130;195;320;535;965
9;100;265;695;925;1390;2085;3470;5785;10415
9;200;260;680;905;1360;2035;3395;5660;10185
9;300;230;655;870;1305;1955;3260;5435;9780
9;400;200;640;855;1280;1920;3200;5330;9595
9;500;170;620;830;1245;1865;3105;5180;9320
9;600;140;605;805;1210;1815;3025;5040;9070
9;650;125;590;785;1175;1765;2940;4905;8825
9;700;110;570;755;1135;1705;2840;4730;8515
9;750;95;530;710;1065;1595;2660;4430;7970
9;800;80;510;675;1015;1525;2540;4230;7610
9;850;65;485;650;975;1460;2435;4060;7305
9;900;50;450;600;900;1350;2245;3745;6740
9;950;35;280;375;560;845;1405;2345;4215
9;1000;20;165;220;330;495;825;1370;2470
10;100;265;695;925;1390;2085;3470;5785;10415
10;200;265;695;925;1390;2085;3470;5785;10415
10;300;265;695;925;1390;2085;3470;5785;10415
10;400;265;695;925;1390;2085;3470;5785;10415
10;500;265;695;925;1390;2085;3470;5785;10415
10;600;265;695;925;1390;2085;3470;5785;10415
10;650;265;695;925;1390;2085;3470;5785;10415
10;700;265;695;925;1390;2085;3470;5785;10415
10;750;265;695;925;1390;2085;3470;5785;10415
10;800;265;695;925;1390;2085;3470;5785;10415
10;850;260;680;905;1355;2030;3335;5645;10160
10;900;225;590;785;1175;1760;2935;4895;8810
10;950;135;350;470;705;1055;1755;2930;5270
10;1000;80;205;275;410;615;1030;1715;3085
11;100;225;590;790;1185;1775;2955;4930;8870
11;200;225;590;790;1185;1775;2955;4930;8870
11;300;225;590;790;1185;1775;2955;4930;8870
11;400;200;570;765;1145;1715;2860;4765;8580
11;500;170;550;735;1105;1655;2755;4595;8270
11;600;140;535;710;1065;1600;2665;4440;7990
11;650;125;525;695;1045;1570;2615;4355;7840
11;700;110;510;685;1025;1535;2560;4270;7685
11;750;95;475;630;945;1420;2365;3945;7095
11;800;80;475;630;945;1420;2365;3945;7095
11;850;65;460;615;920;1380;2295;3830;6890
11;900;50;440;590;885;1325;2210;3685;6635
11;950;35;315;420;630;945;1575;2630;4730
11;1000;20;200;270;405;605;1010;1685;3035
11;1050;20;155;205;310;465;770;1285;2315
11;1100;20;95;130;190;290;480;800;1440
11;1150;20;60;80;125;185;310;515;925
11;1200;15;40;50;75;115;190;315;565
12;100;225;590;790;1185;1775;2955;4930;8870
12;200;225;590;790;1185;1775;2955;4930;8870
12;300;225;590;790;1185;1775;2955;4930;8870
12;400;225;590;790;1185;1775;2955;4930;8870
12;500;225;590;790;1185;1775;2955;4930;8870
12;600;225;590;790;1185;1775;2955;4930;8870
12;650;225;590;790;1185;1775;2955;4930;8870
12;700;225;590;790;1185;1775;2955;4930;8870
12;750;225;590;790;1185;1775;2955;4930;8870
12;800;225;590;790;1185;1775;2955;4930;8870
12;850;220;575;765;1150;1725;2870;4785;8615
12;900;210;555;735;1105;1660;2765;4605;8295
12;950;150;395;525;790;1185;1970;3285;5915
12;1000;95;255;335;505;760;1265;2105;3795
12;1050;75;195;255;385;580;965;1605;2895
12;1100;45;120;160;240;360;600;1000;1800
12;1150;30;75;105;155;230;385;645;1155
12;1200;20;45;65;95;140;235;395;705
13;100;290;750;1000;1500;2250;3750;6250;11250
13;200;260;750;1000;1500;2250;3750;6250;11250
13;300;230;720;965;1445;2165;3610;6015;10830
13;400;200;695;925;1385;2080;3465;5775;10400
13;500;170;665;885;1330;1995;3325;5540;9965
13;600;140;605;805;1210;1815;3025;5040;9070
13;650;125;590;785;1175;1765;2940;4905;8825
13;700;110;570;755;1135;1705;2840;4730;8515
13;750;95;530;710;1065;1595;2660;4430;7970
13;800;80;510;675;1015;1525;2540;4230;7610
13;850;65;485;650;975;1460;2435;4060;7305
13;900;50;450;600;900;1350;2245;3745;6740
13;950;35;315;420;630;945;1575;2630;4730
13;1000;20;200;270;405;605;1010;1685;3035
13;1050;0;160;210;315;475;790;1315;2365
14;100;290;750;1000;1500;2250;3750;6250;11250
14;200;290;750;1000;1500;2250;3750;6250;11250
14;300;290;750;1000;1500;2250;3750;6250;11250
14;400;290;750;1000;1500;2250;3750;6250;11250
14;500;290;750;1000;1500;2250;3750;6250;11250
14;600;290;750;1000;1500;2250;3750;6250;11250
14;650;290;750;1000;1500;2250;3750;6250;11250
14;700;280;735;980;1465;2200;3665;6110;10995
14;750;280;730;970;1460;2185;3645;6070;10930
14;800;275;720;960;1440;2160;3600;6000;10800
14;850;260;680;905;1355;2030;3385;5645;10160
14;900;230;600;800;1200;1800;3000;5000;9000
14;950;150;395;525;790;1185;1970;3285;5915
14;1000;95;255;335;505;760;1265;2105;3795
14;1050;75;195;265;395;590;985;1645;2955
15;100;235;620;825;1235;1860;3085;5145;9260
15;200;220;570;765;1145;1715;2860;4765;8580
15;300;215;555;745;1115;1670;2785;4645;8360
15;400;200;555;740;1105;1660;2765;4610;8300
15;500;170;555;740;1105;1660;2765;4610;8300
15;600;140;555;740;1105;1660;2765;4610;8300
15;650;125;555;740;1105;1660;2765;4610;8300
15;700;110;545;725;1085;1630;2715;4525;8145
15;750;95;515;685;1030;1545;2570;4285;7715
15;800;80;510;675;1015;1525;2540;4230;7610
15;850;65;485;650;975;1460;2435;4060;7305
15;900;50;450;600;900;1350;2245;3745;6740
15;950;35;320;425;640;955;1595;2655;4785
15;1000;20;215;290;430;650;1080;1800;3240
15;1050;20;145;190;290;430;720;1200;2160
15;1100;20;95;130;190;290;480;800;1440
15;1150;20;60;80;125;185;310;515;925
15;1200;15;40;50;75;115;190;315;565
16;100;245;645;860;1285;1930;3215;5360;9645
16;200;245;645;860;1285;1930;3215;5360;9645
16;300;245;645;860;1285;1930;3215;5360;9645
16;400;245;645;860;1285;1930;3215;5360;9645
16;500;245;645;860;1285;1930;3215;5360;9645
16;600;245;645;860;1285;1930;3215;5360;9645
16;650;245;645;860;1285;1930;3215;5360;9645
16;700;245;645;860;1285;1930;3215;5360;9645
16;750;245;645;860;1285;1930;3215;5360;9645
16;800;245;645;860;1285;1930;3215;5360;9645
16;850;235;615;825;1235;1850;3085;5145;9255
16;900;225;585;775;1165;1750;2915;4855;8745
16;950;155;400;530;795;1195;1995;3320;5980
16;1000;105;270;360;540;810;1350;2250;4050
16;1050;70;180;240;360;540;900;1500;2700
16;1100;45;120;160;240;360;600;1000;1800
16;1150;30;75;105;155;230;385;645;1155
16;1200;20;45;65;95;140;235;395;705
17;100;290;750;1000;1500;2250;3750;6250;11250
17;200;260;750;1000;1500;2250;3750;6250;11250
17;300;230;720;965;1445;2165;3610;6015;10830
17;400;200;695;925;1385;2080;3465;5775;10400
17;500;170;665;885;1330;1995;3325;5540;9965
17;600;140;605;805;1210;1815;3025;5040;9070
17;650;125;590;785;1175;1765;2940;4905;8825
17;700;110;570;755;1135;1705;2840;4730;8515
17;750;95;530;710;1065;1595;2660;4430;7970
17;800;80;510;675;1015;1525;2540;4230;7610
17;850;65;485;650;975;1460;2435;4060;7305
17;900;50;450;600;900;1350;2245;3745;6740
17;950;35;320;425;640;955;1595;2655;4785
17;1000;20;215;290;430;650;1080;1800;3240
17;1050;0;145;190;290;430;720;1200;2160
17;1100;0;95;130;190;290;480;800;1440
17;1150;0;60;80;125;185;310;515;925
17;1200;0;40;50;75;115;190;315;565
18;100;290;750;1000;1500;2250;3750;6250;11250
18;200;290;750;1000;1500;2250;3750;6250;11250
18;300;290;750;1000;1500;2250;3750;6250;11250
18;400;290;750;1000;1500;2250;3750;6250;11250
18;500;290;750;1000;1500;2250;3750;6250;11250
18;600;290;750;1000;1500;2250;3750;6250;11250
18;650;290;750;1000;1500;2250;3750;6250;11250
18;700;280;735;980;1465;2200;3665;6110;10995
18;750;280;730;970;1460;2185;3645;6070;10930
18;800;275;720;960;1440;2160;3600;6000;10800
18;850;260;680;905;1335;2030;3385;5645;10160
18;900;225;585;785;1175;1760;2935;4895;8805
18;950;155;400;530;795;1195;1995;3320;5980
18;1000;105;270;360;540;810;1350;2250;4050
18;1050;70;180;240;360;540;900;1500;2700
18;1100;45;120;160;240;360;600;1000;1800
18;1150;30;75;105;155;230;385;645;1155
18;1200;20;45;65;95;140;235;395;705
19;100;290;750;1000;1500;2250;3750;6250;11250
19;200;260;750;1000;1500;2250;3750;6250;11250
19;300;230;730;970;1455;2185;3640;6070;10925
19;400;200;705;940;1410;2115;3530;5880;10585
19;500;170;665;885;1330;1995;3325;5540;9965
19;600;140;605;805;1210;1815;3025;5040;9070
19;650;125;590;785;1175;1765;2940;4905;8825
19;700;110;570;755;1135;1705;2840;4730;8515
19;750;95;530;710;1065;1595;2660;4430;7970
19;800;80;510;675;1015;1525;2540;4230;7610
19;850;65;485;650;975;1460;2435;4060;7305
19;900;50;450;600;900;1350;2245;3745;6740
19;950;35;375;505;755;1130;1885;3145;5665
19;1000;20;260;345;520;780;1305;2170;3910
19;1050;0;175;235;350;525;875;1455;2625
19;1100;0;110;145;220;330;550;915;1645
19;1150;0;70;90;135;205;345;570;1030
19;1200;0;40;55;80;125;205;345;615
20;100;290;750;1000;1500;2250;3750;6250;11250
20;200;290;750;1000;1500;2250;3750;6250;11250
20;300;285;740;990;1485;2225;3705;6180;11120
20;400;280;725;965;1450;2175;3620;6035;10865
20;500;275;720;960;1440;2160;3600;6000;10800
20;600;275;720;960;1440;2160;3600;6000;10800
20;650;275;715;955;1430;2145;3580;5965;10735
20;700;275;710;955;1425;2135;3555;5930;10670
20;750;265;690;920;1380;2070;3450;5750;10350
20;800;260;675;895;1345;2020;3365;5605;10095
20;850;245;645;855;1285;1930;3215;5355;9645
20;900;230;600;800;1200;1800;3000;5000;9000
20;950;180;470;630;945;1415;2355;3930;7070
20;1000;125;325;435;650;975;1630;2715;4885
20;1050;85;220;290;435;655;1095;1820;3280
20;1100;55;135;185;275;410;685;1145;2055
20;1150;35;85;115;170;255;430;715;1285
20;1200;25;50;70;105;155;255;430;770
21;100;290;750;1000;1500;2250;3750;6250;11250
21;200;260;750;1000;1500;2250;3750;6250;11250
21;300;230;730;970;1455;2185;3640;6070;10925
21;400;200;705;940;1410;2115;3530;5880;10585
21;500;170;665;885;1330;1995;3325;5540;9965
21;600;140;605;805;1210;1815;3025;5040;9070
21;650;125;590;785;1175;1765;2940;4905;8825
21;700;110;570;755;1135;1705;2840;4730;8515
21;750;95;530;710;1065;1595;2660;4430;7970
21;800;80;510;675;1015;1525;2540;4230;7610
21;850;65;485;650;975;1460;2435;4060;7305
21;900;50;450;600;900;1345;2245;3745;6735
21;950;35;280;375;560;845;1405;2345;4215
21;1000;20;165;220;330;495;825;1370;2470
21;1050;20;165;220;330;495;825;1370;2470
21;1100;20;110;145;220;330;550;915;1645
21;1150;20;80;110;165;245;410;685;1235
21;1200;20;45;60;90;135;225;370;670
22;100;290;750;1000;1500;2250;3750;6250;11250
22;200;290;750;1000;1500;2250;3750;6250;11250
22;300;290;750;1000;1500;2250;3750;6250;11250
22;400;285;745;995;1490;2235;3730;6215;11185
22;500;285;745;995;1490;2235;3730;6215;11185
22;600;285;745;995;1490;2235;3730;6215;11185
22;650;285;735;985;1475;2210;3685;6145;11055
22;700;280;730;970;1455;2185;3645;6070;10930
22;750;280;730;970;1455;2185;3645;6070;10930
22;800;275;720;960;1440;2160;3600;6000;10800
22;850;260;680;905;1355;2030;3385;5645;10160
22;900;215;560;750;1125;1685;2805;4680;8420
22;950;135;350;470;705;1055;1755;2930;5270
22;1000;80;205;275;410;615;1030;1715;3085
22;1050;80;205;275;410;615;1030;1715;3085
22;1100;55;135;185;275;410;685;1145;2055
22;1150;40;105;135;205;310;515;855;1545
22;1200;20;55;75;110;165;280;465;835
23;100;235;615;825;1235;1850;3085;5145;9255
23;200;215;555;745;1115;1670;2785;4645;8360
23;300;205;535;715;1075;1610;2685;4475;8055
23;400;200;530;710;1060;1590;2655;4425;7960
23;500;170;525;700;1055;1580;2635;4390;7900
23;600;140;520;690;1035;1555;2590;4320;7775
23;650;125;510;685;1025;1535;2560;4270;7685
23;700;110;505;670;1010;1510;2520;4200;7560
23;750;95;455;605;905;1360;2265;3770;6790
23;800;80;440;585;880;1315;2195;3655;6585
23;850;65;415;555;830;1245;2075;3455;6225
23;900;50;375;500;745;1120;1870;3115;5605
23;950;35;275;365;550;825;1370;2285;4115
23;1000;20;200;265;400;595;995;1655;2985
23;1050;20;145;190;290;430;720;1200;2160
23;1100;20;100;135;200;300;495;830;1490
23;1150;20;60;80;125;185;310;515;925
23;1200;15;35;45;70;105;170;285;515
24;100;245;645;855;1285;1930;3215;5355;9645
24;200;245;645;855;1285;1930;3215;5355;9645
24;300;240;620;830;1245;1865;3105;5180;9320
24;400;235;615;825;1235;1850;3085;5145;9255
24;500;235;615;825;1235;1850;3085;5145;9255
24;600;235;610;810;1215;1825;3045;5070;9130
24;650;230;595;795;1190;1785;2980;4965;8935
24;700;225;585;785;1175;1760;2935;4895;8805
24;750;215;565;755;1130;1695;2830;4715;8485
24;800;210;550;730;1095;1645;2745;4570;8230
24;850;200;520;690;1035;1555;2595;4320;7780
24;900;180;465;625;935;1400;2335;3895;7005
24;950;130;345;455;685;1030;1715;2855;5145
24;1000;95;250;330;495;745;1245;2070;2730
24;1050;70;180;240;360;540;900;1500;2700
24;1100;50;125;165;250;375;620;1035;1865
24;1150;30;75;105;155;230;385;645;1155
24;1200;15;45;55;85;130;215;355;645
25;100;290;750;1000;1500;2250;3750;6250;11250
25;200;260;745;995;1490;2235;3725;6205;11170
25;300;230;715;955;1430;2150;3580;5965;10740
25;400;200;705;940;1410;2115;3530;5880;10585
25;500;170;665;885;1330;1995;3325;5540;9965
25;600;140;605;805;1210;1815;3025;5040;9070
25;650;125;590;785;1175;1765;2940;4905;8825
25;700;110;570;755;1135;1705;2840;4730;8515
25;750;95;530;705;1055;1585;2640;4400;7920
25;800;80;510;675;1015;1525;2540;4230;7610
25;850;65;485;645;965;1450;2415;4030;7250
25;900;50;370;495;740;1110;1850;3085;5555
25;950;35;275;365;550;825;1370;2285;4115
25;1000;20;200;265;400;595;995;1655;2985
25;1050;0;145;190;290;430;720;1200;2160
25;1100;0;100;135;200;300;495;830;1490
25;1150;0;60;80;125;185;310;515;925
25;1200;0;35;45;70;105;170;285;515
26;100;290;750;1000;1500;2250;3750;6250;11250
26;200;290;750;1000;1500;2250;3750;6250;11250
26;300;280;730;970;1455;2185;3645;6070;10930
26;400;275;720;960;1440;2160;3600;6000;10800
26;500;275;720;960;1440;2160;3600;6000;10800
26;600;270;705;945;1415;2120;3535;5895;10605
26;650;270;700;930;1395;2095;3495;5820;10480
26;700;265;685;915;1370;2055;3430;5715;10285
26;750;255;660;880;1320;1980;3300;5500;9900
26;800;245;640;850;1275;1915;3195;5320;9580
26;850;230;605;805;1210;1815;3020;5035;9065
26;900;175;465;615;925;1390;2315;3855;6945
26;950;130;345;455;685;1030;1715;2855;5145
26;1000;95;250;330;495;745;1245;2070;3730
26;1050;70;180;240;360;540;900;1500;2700
26;1100;50;125;165;250;375;620;1035;1865
26;1150;30;75;105;155;230;385;645;1155
26;1200;15;45;55;85;130;215;355;645
27;100;290;750;1000;1500;2250;3750;6250;11250
27;200;260;750;1000;1500;2250;3750;6250;11250
27;300;230;730;970;1455;2185;3640;6070;10925
27;400;200;705;940;1410;2115;3530;5880;10585
27;500;170;665;885;1330;1995;3325;5540;9965
27;600;140;605;805;1210;1815;3025;5040;9070
27;650;125;590;785;1175;1765;2940;4905;8825
27;700;110;570;755;1135;1705;2840;4730;8515
27;750;95;530;710;1065;1595;2660;4430;7970
27;800;80;510;675;1015;1525;2540;4230;7610
27;850;65;485;650;975;1460;2435;4060;7305
27;900;50;450;600;900;1350;2245;3745;6740
27;950;35;375;505;755;1130;1885;3145;5655
27;1000;20;255;340;505;760;1270;2115;3805
27;1050;0;170;230;345;515;855;1430;2570
27;1100;0;115;150;225;340;565;945;1695
27;1150;0;75;100;150;225;375;630;1130
27;1200;0;50;70;105;155;255;430;770
28;100;290;750;1000;1500;2250;3750;6250;11250
28;200;290;750;1000;1500;2250;3750;6250;11250
28;300;290;750;1000;1500;2250;3750;6250;11250
28;400;290;750;1000;1500;2250;3750;6250;11250
28;500;290;750;1000;1500;2250;3750;6250;11250
28;600;290;750;1000;1500;2250;3750;6250;11250
28;650;290;750;1000;1500;2250;3750;6250;11250
28;700;280;735;980;1465;2200;3665;6110;10995
28;750;280;730;970;1460;2185;3645;6070;10930
28;800;275;720;960;1440;2160;3600;6000;10800
28;850;260;680;905;1355;2030;3385;5645;10160
28;900;230;600;800;1200;1800;3000;5000;9000
28;950;180;470;630;945;1415;2355;3930;7070
28;1000;120;315;425;635;950;1585;2645;4755
28;1050;80;215;285;430;645;1070;1785;3215
28;1100;55;140;190;285;425;710;1180;2120
28;1150;35;95;125;190;285;470;785;1415
28;1200;25;65;85;130;195;320;535;965
29;100;275;720;960;1440;2160;3600;6000;10800
29;200;230;600;800;1200;1800;3000;5000;9000
29;300;205;540;720;1080;1620;2700;4500;8100
29;400;190;495;660;995;1490;2485;4140;7450
29;500;170;465;620;930;1395;2330;3880;6985
29;600;140;435;580;875;1310;2185;3640;6550
29;650;125;430;575;860;1290;2150;3580;6445
29;700;110;425;565;850;1275;2125;3540;6370
29;750;95;415;555;830;1245;2075;3460;6230
29;800;80;405;540;805;1210;2015;3360;6050
29;850;65;395;530;790;1190;1980;3300;5940
29;900;50;390;520;780;1165;1945;3240;5830
29;950;35;380;510;765;1145;1910;3180;5725
29;1000;20;320;430;640;965;1605;2675;4815
29;1050;0;310;410;615;925;1545;2570;4630
29;1100;0;255;345;515;770;1285;2145;3855
29;1150;0;200;265;400;595;995;1655;2985
29;1200;0;155;205;310;465;770;1285;2315
29;1250;0;115;150;225;340;565;945;1695
29;1300;0;85;115;170;255;430;715;1285
29;1350;0;60;80;125;185;310;515;925
29;1400;0;50;65;90;145;240;400;720
29;1450;0;35;45;70;105;170;285;515
29;1500;0;25;35;55;80;135;230;410
30;100;290;750;1000;1500;2250;3750;6250;11250
30;200;255;670;890;1335;2005;3345;5570;10030
30;300;230;600;800;1200;1800;3000;5000;9000
30;400;210;555;735;1105;1660;2765;4605;8295
30;500;200;520;690;1035;1555;2595;4320;7780
30;600;185;490;650;975;1465;2440;4065;7315
30;650;185;480;640;960;1440;2395;3995;7190
30;700;180;470;630;945;1415;2355;3930;7070
30;750;175;465;615;925;1390;2315;3855;6945
30;800;175;450;600;900;1350;2250;3750;6750
30;850;170;440;590;885;1325;2205;3680;6620
30;900;165;435;575;865;1300;2165;3605;6495
30;950;165;425;565;850;1275;2120;3535;6365
30;1000;155;405;545;815;1220;2035;3395;6105
30;1050;150;385;515;770;1155;1930;3215;5785
30;1100;125;320;430;645;965;1605;2680;4820
30;1150;95;250;330;495;745;1245;2070;3730
30;1200;75;195;255;385;580;965;1605;2895
30;1250;55;140;190;285;425;705;1180;2120
30;1300;40;105;145;215;320;535;895;1605
30;1350;30;75;105;155;230;385;645;1155
30;1400;25;60;80;120;180;300;500;900
30;1450;15;45;55;85;130;215;355;645
30;1500;15;35;45;70;105;170;285;515
31;100;275;720;960;1440;2160;3600;6000;10800
31;200;235;620;825;1240;1860;3095;5160;9290
31;300;215;560;745;1120;1680;2795;4660;8390
31;400;195;515;685;1025;1540;2570;4280;7705
31;500;170;480;635;955;1435;2390;3980;7165
31;600;140;450;600;900;1355;2255;3760;6770
31;650;125;445;590;890;1330;2220;3700;6660
31;700;110;430;580;870;1305;2170;3620;6515
31;750;95;425;570;855;1280;2135;3560;6410
31;800;80;420;565;845;1265;2110;3520;6335
31;850;65;420;555;835;1255;2090;3480;6265
31;900;50;415;555;830;1245;2075;3460;6230
31;950;35;385;515;775;1160;1930;3220;5795
31;1000;20;350;465;700;1050;1750;2915;5245
31;1050;0;345;460;685;1030;1720;2865;5155
31;1100;0;305;405;610;915;1525;2545;4575
31;1150;0;235;315;475;710;1185;1970;3550
31;1200;0;185;245;370;555;925;1545;2775
31;1250;0;145;195;295;440;735;1230;2210
31;1300;0;115;155;235;350;585;970;1750
31;1350;0;95;130;190;290;480;800;1440
31;1400;0;75;100;150;225;380;630;1130
31;1450;0;60;80;115;175;290;485;875
31;1500;0;40;55;85;125;205;345;620
32;100;290;750;1000;1500;2250;3750;6250;11250
32;200;265;690;920;1380;2070;3450;5750;10350
32;300;240;625;830;1250;1870;3120;5200;9360
32;400;220;570;760;1140;1710;2850;4750;8550
32;500;205;530;710;1065;1595;2655;4430;7970
32;600;195;505;670;1005;1510;2520;4195;7555
32;650;190;495;655;985;1480;2465;4105;7395
32;700;185;485;645;970;1455;2420;4035;7265
32;750;180;475;635;950;1425;2380;3965;7135
32;800;180;470;630;945;1415;2355;3930;7070
32;850;180;465;620;930;1400;2330;3885;6990
32;900;175;465;615;925;1390;2315;3855;6945
32;950;175;460;610;915;1375;2290;3815;6870
32;1000;160;420;560;840;1260;2105;3505;6310
32;1050;160;420;560;840;1260;2105;3505;6310
32;1100;145;380;510;765;1145;1905;3180;5720
32;1150;115;295;395;590;885;1480;2465;4435
32;1200;90;230;310;465;695;1155;1930;3470
32;1250;70;185;245;370;555;920;1535;2765
32;1300;55;145;195;290;435;730;1215;2185
32;1350;45;120;160;240;360;600;1000;1800
32;1400;35;95;125;190;285;470;785;1415
32;1450;30;75;100;145;220;365;610;1095
32;1500;20;50;70;105;155;260;430;770
33;100;230;600;800;1200;1800;3000;5000;9000
33;200;195;505;675;1015;1520;2530;4220;7595
33;300;175;455;605;910;1360;2270;3780;6805
33;400;160;415;550;825;1240;2065;3440;6190
33;500;145;380;510;765;1145;1910;3180;5725
33;600;140;360;480;720;1080;1800;3000;5400
33;650;125;350;470;700;1050;1750;2920;5255
33;700;110;345;460;685;1030;1715;2860;5150
33;750;95;335;450;670;1010;1680;2800;5040
33;800;80;330;440;660;985;1645;2740;4930
33;850;65;320;430;645;965;1610;2680;4825
34;100;255;670;890;1340;2005;3345;5570;10030
34;200;215;565;755;1130;1695;2825;4710;8480
34;300;195;505;675;1010;1520;2530;4215;7585
34;400;175;460;615;920;1385;2305;3840;6910
34;500;165;425;570;850;1280;2130;3550;6390
34;600;155;400;535;805;1205;2010;3350;6025
34;650;150;390;520;780;1170;1950;3250;5850
34;700;145;380;510;765;1145;1910;3180;5720
34;750;145;375;500;745;1120;1865;3110;5595
34;800;140;365;490;735;1100;1835;3060;5505
34;850;140;360;480;720;1075;1795;2990;5385
